variable,clay_fraction,clay_fraction,clay_fraction,climate_KG,climate_KG,climate_KG,climate_insitu,climate_insitu,climate_insitu,elevation,elevation,elevation,instrument,instrument,instrument,latitude,latitude,latitude,lc_2000,lc_2000,lc_2000,lc_2005,lc_2005,lc_2005,lc_2010,lc_2010,lc_2010,lc_insitu,lc_insitu,lc_insitu,longitude,longitude,longitude,network,network,network,organic_carbon,organic_carbon,organic_carbon,sand_fraction,sand_fraction,sand_fraction,saturation,saturation,saturation,silt_fraction,silt_fraction,silt_fraction,station,station,station,timerange_from,timerange_from,timerange_from,timerange_to,timerange_to,timerange_to,variable,variable,variable,file_path,file_type
3136,0.0,0.3,25.0,,,Cfa,,,unknown,,,190.5,0.0508,0.0508,Hydraprobe-Analog-(2.5-Volt),,,34.9,,,130,,,130,,,130,,,unknown,,,-86.533,,,SCAN,0.0,0.3,0.98,0.0,0.3,53.0,0.0,0.3,0.43,0.0,0.3,22.0,,,WTARS,,,2017-10-05 00:00:00,,,2018-07-11 18:00:00,0.0508,0.0508,soil_moisture,SCAN/WTARS/SCAN_SCAN_WTARS_sm_0.050800_0.050800_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3137,0.0,0.3,25.0,,,Cfa,,,unknown,,,190.5,0.1016,0.1016,Hydraprobe-Analog-(2.5-Volt),,,34.9,,,130,,,130,,,130,,,unknown,,,-86.533,,,SCAN,0.0,0.3,0.98,0.0,0.3,53.0,0.0,0.3,0.43,0.0,0.3,22.0,,,WTARS,,,2017-10-05 00:00:00,,,2018-07-11 18:00:00,0.1016,0.1016,soil_moisture,SCAN/WTARS/SCAN_SCAN_WTARS_sm_0.101600_0.101600_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3138,0.0,0.3,25.0,,,Cfa,,,unknown,,,190.5,0.2032,0.2032,Hydraprobe-Analog-(2.5-Volt),,,34.9,,,130,,,130,,,130,,,unknown,,,-86.533,,,SCAN,0.0,0.3,0.98,0.0,0.3,53.0,0.0,0.3,0.43,0.0,0.3,22.0,,,WTARS,,,2017-10-05 00:00:00,,,2018-07-11 18:00:00,0.2032,0.2032,soil_moisture,SCAN/WTARS/SCAN_SCAN_WTARS_sm_0.203200_0.203200_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3139,0.3,1.0,39.0,,,Cfa,,,unknown,,,190.5,0.508,0.508,Hydraprobe-Analog-(2.5-Volt),,,34.9,,,130,,,130,,,130,,,unknown,,,-86.533,,,SCAN,0.3,1.0,0.39,0.3,1.0,41.0,0.3,1.0,0.44,0.3,1.0,20.0,,,WTARS,,,2017-10-05 00:00:00,,,2018-07-11 18:00:00,0.508,0.508,soil_moisture,SCAN/WTARS/SCAN_SCAN_WTARS_sm_0.508000_0.508000_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3140,,,,,,Cfa,,,unknown,,,190.5,1.016,1.016,Hydraprobe-Analog-(2.5-Volt),,,34.9,,,130,,,130,,,130,,,unknown,,,-86.533,,,SCAN,,,,,,,,,,,,,,,WTARS,,,2017-10-05 00:00:00,,,2018-07-11 18:00:00,1.016,1.016,soil_moisture,SCAN/WTARS/SCAN_SCAN_WTARS_sm_1.016000_1.016000_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3141,0.0,0.3,4.0,,,Dfb,,,unknown,,,481.584,0.0508,0.0508,Hydraprobe-Analog-(2.5-Volt),,,45.467,,,61,,,61,,,61,,,unknown,,,-88.583,,,SCAN,0.0,0.3,2.09,0.0,0.3,85.0,0.0,0.3,0.49,0.0,0.3,11.0,,,Wabeno#1,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.0508,0.0508,soil_moisture,SCAN/Wabeno#1/SCAN_SCAN_Wabeno#1_sm_0.050800_0.050800_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3142,0.0,0.3,4.0,,,Dfb,,,unknown,,,481.584,0.1016,0.1016,Hydraprobe-Analog-(2.5-Volt),,,45.467,,,61,,,61,,,61,,,unknown,,,-88.583,,,SCAN,0.0,0.3,2.09,0.0,0.3,85.0,0.0,0.3,0.49,0.0,0.3,11.0,,,Wabeno#1,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.1016,0.1016,soil_moisture,SCAN/Wabeno#1/SCAN_SCAN_Wabeno#1_sm_0.101600_0.101600_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3143,0.0,0.3,4.0,,,Dfb,,,unknown,,,481.584,0.2032,0.2032,Hydraprobe-Analog-(2.5-Volt),,,45.467,,,61,,,61,,,61,,,unknown,,,-88.583,,,SCAN,0.0,0.3,2.09,0.0,0.3,85.0,0.0,0.3,0.49,0.0,0.3,11.0,,,Wabeno#1,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2032,0.2032,soil_moisture,SCAN/Wabeno#1/SCAN_SCAN_Wabeno#1_sm_0.203200_0.203200_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3144,0.3,1.0,5.0,,,Dfb,,,unknown,,,481.584,0.508,0.508,Hydraprobe-Analog-(2.5-Volt),,,45.467,,,61,,,61,,,61,,,unknown,,,-88.583,,,SCAN,0.3,1.0,0.59,0.3,1.0,84.0,0.3,1.0,0.43,0.3,1.0,11.0,,,Wabeno#1,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.508,0.508,soil_moisture,SCAN/Wabeno#1/SCAN_SCAN_Wabeno#1_sm_0.508000_0.508000_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3145,,,,,,Dfb,,,unknown,,,481.584,1.016,1.016,Hydraprobe-Analog-(2.5-Volt),,,45.467,,,61,,,61,,,61,,,unknown,,,-88.583,,,SCAN,,,,,,,,,,,,,,,Wabeno#1,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,1.016,1.016,soil_moisture,SCAN/Wabeno#1/SCAN_SCAN_Wabeno#1_sm_1.016000_1.016000_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3146,0.0,0.3,20.0,,,Aw,,,unknown,,,926.2872,0.0508,0.0508,Hydraprobe-Analog-(2.5-Volt),,,20.017,,,40,,,40,,,40,,,unknown,,,-155.6,,,SCAN,0.0,0.3,7.0,0.0,0.3,31.0,0.0,0.3,0.74,0.0,0.3,49.0,,,WaimeaPlain,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.0508,0.0508,soil_moisture,SCAN/WaimeaPlain/SCAN_SCAN_WaimeaPlain_sm_0.050800_0.050800_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3147,0.0,0.3,20.0,,,Aw,,,unknown,,,926.2872,0.1016,0.1016,Hydraprobe-Analog-(2.5-Volt),,,20.017,,,40,,,40,,,40,,,unknown,,,-155.6,,,SCAN,0.0,0.3,7.0,0.0,0.3,31.0,0.0,0.3,0.74,0.0,0.3,49.0,,,WaimeaPlain,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.1016,0.1016,soil_moisture,SCAN/WaimeaPlain/SCAN_SCAN_WaimeaPlain_sm_0.101600_0.101600_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3148,0.3,1.0,22.0,,,Aw,,,unknown,,,926.2872,0.3048,0.3048,Hydraprobe-Analog-(2.5-Volt),,,20.017,,,40,,,40,,,40,,,unknown,,,-155.6,,,SCAN,0.3,1.0,1.91,0.3,1.0,33.0,0.3,1.0,0.49,0.3,1.0,45.0,,,WaimeaPlain,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.3048,0.3048,soil_moisture,SCAN/WaimeaPlain/SCAN_SCAN_WaimeaPlain_sm_0.304800_0.304800_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3149,0.3,1.0,22.0,,,Aw,,,unknown,,,926.2872,0.508,0.508,Hydraprobe-Analog-(2.5-Volt),,,20.017,,,40,,,40,,,40,,,unknown,,,-155.6,,,SCAN,0.3,1.0,1.91,0.3,1.0,33.0,0.3,1.0,0.49,0.3,1.0,45.0,,,WaimeaPlain,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.508,0.508,soil_moisture,SCAN/WaimeaPlain/SCAN_SCAN_WaimeaPlain_sm_0.508000_0.508000_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3150,,,,,,Aw,,,unknown,,,926.2872,1.016,1.016,Hydraprobe-Analog-(2.5-Volt),,,20.017,,,40,,,40,,,40,,,unknown,,,-155.6,,,SCAN,,,,,,,,,,,,,,,WaimeaPlain,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,1.016,1.016,soil_moisture,SCAN/WaimeaPlain/SCAN_SCAN_WaimeaPlain_sm_1.016000_1.016000_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3151,0.0,0.3,4.0,,,Cfa,,,unknown,,,45.72,0.0508,0.0508,Hydraprobe-Analog-(2.5-Volt),,,30.3,,,70,,,70,,,70,,,unknown,,,-84.417,,,SCAN,0.0,0.3,1.62,0.0,0.3,86.0,0.0,0.3,0.47,0.0,0.3,10.0,,,Wakulla#1,,,2017-10-20 05:00:00,,,2019-03-11 00:00:00,0.0508,0.0508,soil_moisture,SCAN/Wakulla#1/SCAN_SCAN_Wakulla#1_sm_0.050800_0.050800_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3152,0.0,0.3,4.0,,,Cfa,,,unknown,,,45.72,0.1016,0.1016,Hydraprobe-Analog-(2.5-Volt),,,30.3,,,70,,,70,,,70,,,unknown,,,-84.417,,,SCAN,0.0,0.3,1.62,0.0,0.3,86.0,0.0,0.3,0.47,0.0,0.3,10.0,,,Wakulla#1,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.1016,0.1016,soil_moisture,SCAN/Wakulla#1/SCAN_SCAN_Wakulla#1_sm_0.101600_0.101600_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3153,0.0,0.3,4.0,,,Cfa,,,unknown,,,45.72,0.2032,0.2032,Hydraprobe-Analog-(2.5-Volt),,,30.3,,,70,,,70,,,70,,,unknown,,,-84.417,,,SCAN,0.0,0.3,1.62,0.0,0.3,86.0,0.0,0.3,0.47,0.0,0.3,10.0,,,Wakulla#1,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2032,0.2032,soil_moisture,SCAN/Wakulla#1/SCAN_SCAN_Wakulla#1_sm_0.203200_0.203200_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3154,0.3,1.0,5.0,,,Cfa,,,unknown,,,45.72,0.508,0.508,Hydraprobe-Analog-(2.5-Volt),,,30.3,,,70,,,70,,,70,,,unknown,,,-84.417,,,SCAN,0.3,1.0,0.93,0.3,1.0,85.0,0.3,1.0,0.44,0.3,1.0,10.0,,,Wakulla#1,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.508,0.508,soil_moisture,SCAN/Wakulla#1/SCAN_SCAN_Wakulla#1_sm_0.508000_0.508000_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3155,,,,,,Cfa,,,unknown,,,45.72,1.016,1.016,Hydraprobe-Analog-(2.5-Volt),,,30.3,,,70,,,70,,,70,,,unknown,,,-84.417,,,SCAN,,,,,,,,,,,,,,,Wakulla#1,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,1.016,1.016,soil_moisture,SCAN/Wakulla#1/SCAN_SCAN_Wakulla#1_sm_1.016000_1.016000_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3156,0.0,0.3,21.0,,,BSk,,,unknown,,,1371.6,0.0508,0.0508,Hydraprobe-Analog-(2.5-Volt),,,31.733,,,120,,,120,,,120,,,unknown,,,-110.05,,,SCAN,0.0,0.3,0.4,0.0,0.3,50.0,0.0,0.3,0.41,0.0,0.3,29.0,,,WalnutGulch#1,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.0508,0.0508,soil_moisture,SCAN/WalnutGulch#1/SCAN_SCAN_WalnutGulch#1_sm_0.050800_0.050800_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3157,0.0,0.3,21.0,,,BSk,,,unknown,,,1371.6,0.1016,0.1016,Hydraprobe-Analog-(2.5-Volt),,,31.733,,,120,,,120,,,120,,,unknown,,,-110.05,,,SCAN,0.0,0.3,0.4,0.0,0.3,50.0,0.0,0.3,0.41,0.0,0.3,29.0,,,WalnutGulch#1,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.1016,0.1016,soil_moisture,SCAN/WalnutGulch#1/SCAN_SCAN_WalnutGulch#1_sm_0.101600_0.101600_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3158,0.0,0.3,21.0,,,BSk,,,unknown,,,1371.6,0.2032,0.2032,Hydraprobe-Analog-(2.5-Volt),,,31.733,,,120,,,120,,,120,,,unknown,,,-110.05,,,SCAN,0.0,0.3,0.4,0.0,0.3,50.0,0.0,0.3,0.41,0.0,0.3,29.0,,,WalnutGulch#1,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2032,0.2032,soil_moisture,SCAN/WalnutGulch#1/SCAN_SCAN_WalnutGulch#1_sm_0.203200_0.203200_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3159,0.3,1.0,28.0,,,BSk,,,unknown,,,1371.6,0.508,0.508,Hydraprobe-Analog-(2.5-Volt),,,31.733,,,120,,,120,,,120,,,unknown,,,-110.05,,,SCAN,0.3,1.0,0.28,0.3,1.0,44.0,0.3,1.0,0.41,0.3,1.0,28.0,,,WalnutGulch#1,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.508,0.508,soil_moisture,SCAN/WalnutGulch#1/SCAN_SCAN_WalnutGulch#1_sm_0.508000_0.508000_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3160,,,,,,BSk,,,unknown,,,1371.6,1.016,1.016,Hydraprobe-Analog-(2.5-Volt),,,31.733,,,120,,,120,,,120,,,unknown,,,-110.05,,,SCAN,,,,,,,,,,,,,,,WalnutGulch#1,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,1.016,1.016,soil_moisture,SCAN/WalnutGulch#1/SCAN_SCAN_WalnutGulch#1_sm_1.016000_1.016000_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3161,0.0,0.3,24.0,,,Cfa,,,unknown,,,234.696,0.0508,0.0508,Hydraprobe-Analog-(2.5-Volt),,,33.883,,,130,,,130,,,130,,,unknown,,,-83.433,,,SCAN,0.0,0.3,1.0,0.0,0.3,49.0,0.0,0.3,0.43,0.0,0.3,27.0,,,Watkinsville#1,,,2018-05-13 15:00:00,,,2019-03-11 00:00:00,0.0508,0.0508,soil_moisture,SCAN/Watkinsville#1/SCAN_SCAN_Watkinsville#1_sm_0.050800_0.050800_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3162,0.0,0.3,24.0,,,Cfa,,,unknown,,,234.696,0.1016,0.1016,Hydraprobe-Analog-(2.5-Volt),,,33.883,,,130,,,130,,,130,,,unknown,,,-83.433,,,SCAN,0.0,0.3,1.0,0.0,0.3,49.0,0.0,0.3,0.43,0.0,0.3,27.0,,,Watkinsville#1,,,2018-05-13 15:00:00,,,2019-03-11 00:00:00,0.1016,0.1016,soil_moisture,SCAN/Watkinsville#1/SCAN_SCAN_Watkinsville#1_sm_0.101600_0.101600_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3163,0.0,0.3,24.0,,,Cfa,,,unknown,,,234.696,0.2032,0.2032,Hydraprobe-Analog-(2.5-Volt),,,33.883,,,130,,,130,,,130,,,unknown,,,-83.433,,,SCAN,0.0,0.3,1.0,0.0,0.3,49.0,0.0,0.3,0.43,0.0,0.3,27.0,,,Watkinsville#1,,,2018-05-13 15:00:00,,,2019-03-11 00:00:00,0.2032,0.2032,soil_moisture,SCAN/Watkinsville#1/SCAN_SCAN_Watkinsville#1_sm_0.203200_0.203200_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3164,0.3,1.0,36.0,,,Cfa,,,unknown,,,234.696,0.508,0.508,Hydraprobe-Analog-(2.5-Volt),,,33.883,,,130,,,130,,,130,,,unknown,,,-83.433,,,SCAN,0.3,1.0,0.42,0.3,1.0,40.0,0.3,1.0,0.44,0.3,1.0,24.0,,,Watkinsville#1,,,2018-05-13 15:00:00,,,2019-03-11 00:00:00,0.508,0.508,soil_moisture,SCAN/Watkinsville#1/SCAN_SCAN_Watkinsville#1_sm_0.508000_0.508000_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3165,,,,,,Cfa,,,unknown,,,234.696,1.016,1.016,Hydraprobe-Analog-(2.5-Volt),,,33.883,,,130,,,130,,,130,,,unknown,,,-83.433,,,SCAN,,,,,,,,,,,,,,,Watkinsville#1,,,2018-05-13 15:00:00,,,2019-03-11 00:00:00,1.016,1.016,soil_moisture,SCAN/Watkinsville#1/SCAN_SCAN_Watkinsville#1_sm_1.016000_1.016000_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3166,0.0,0.3,24.0,,,Cfa,,,unknown,,,284.6832,0.0508,0.0508,Hydraprobe-Analog-(2.5-Volt),,,33.333,,,130,,,130,,,130,,,unknown,,,-85.517,,,SCAN,0.0,0.3,1.0,0.0,0.3,49.0,0.0,0.3,0.43,0.0,0.3,27.0,,,Wedowee,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.0508,0.0508,soil_moisture,SCAN/Wedowee/SCAN_SCAN_Wedowee_sm_0.050800_0.050800_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3167,0.0,0.3,24.0,,,Cfa,,,unknown,,,284.6832,0.1016,0.1016,Hydraprobe-Analog-(2.5-Volt),,,33.333,,,130,,,130,,,130,,,unknown,,,-85.517,,,SCAN,0.0,0.3,1.0,0.0,0.3,49.0,0.0,0.3,0.43,0.0,0.3,27.0,,,Wedowee,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.1016,0.1016,soil_moisture,SCAN/Wedowee/SCAN_SCAN_Wedowee_sm_0.101600_0.101600_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3168,0.0,0.3,24.0,,,Cfa,,,unknown,,,284.6832,0.2032,0.2032,Hydraprobe-Analog-(2.5-Volt),,,33.333,,,130,,,130,,,130,,,unknown,,,-85.517,,,SCAN,0.0,0.3,1.0,0.0,0.3,49.0,0.0,0.3,0.43,0.0,0.3,27.0,,,Wedowee,,,2017-10-05 00:00:00,,,2019-02-17 00:00:00,0.2032,0.2032,soil_moisture,SCAN/Wedowee/SCAN_SCAN_Wedowee_sm_0.203200_0.203200_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3169,0.3,1.0,36.0,,,Cfa,,,unknown,,,284.6832,0.508,0.508,Hydraprobe-Analog-(2.5-Volt),,,33.333,,,130,,,130,,,130,,,unknown,,,-85.517,,,SCAN,0.3,1.0,0.42,0.3,1.0,40.0,0.3,1.0,0.44,0.3,1.0,24.0,,,Wedowee,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.508,0.508,soil_moisture,SCAN/Wedowee/SCAN_SCAN_Wedowee_sm_0.508000_0.508000_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3170,0.0,0.3,21.0,,,Cfa,,,unknown,,,21.411,0.0508,0.0508,Hydraprobe-Digital-Sdi-12-(2.5-Volt),,,26.16,,,10,,,10,,,10,,,unknown,,,-97.96,,,SCAN,0.0,0.3,1.28,0.0,0.3,34.0,0.0,0.3,0.46,0.0,0.3,45.0,,,Weslaco,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.0508,0.0508,soil_moisture,SCAN/Weslaco/SCAN_SCAN_Weslaco_sm_0.050800_0.050800_Hydraprobe-Digital-Sdi-12-(2.5-Volt)_20171005_20190311.stm,header_values
3171,0.0,0.3,21.0,,,Cfa,,,unknown,,,21.411,0.1016,0.1016,Hydraprobe-Digital-Sdi-12-(2.5-Volt),,,26.16,,,10,,,10,,,10,,,unknown,,,-97.96,,,SCAN,0.0,0.3,1.28,0.0,0.3,34.0,0.0,0.3,0.46,0.0,0.3,45.0,,,Weslaco,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.1016,0.1016,soil_moisture,SCAN/Weslaco/SCAN_SCAN_Weslaco_sm_0.101600_0.101600_Hydraprobe-Digital-Sdi-12-(2.5-Volt)_20171005_20190311.stm,header_values
3172,0.0,0.3,21.0,,,Cfa,,,unknown,,,21.411,0.2032,0.2032,Hydraprobe-Digital-Sdi-12-(2.5-Volt),,,26.16,,,10,,,10,,,10,,,unknown,,,-97.96,,,SCAN,0.0,0.3,1.28,0.0,0.3,34.0,0.0,0.3,0.46,0.0,0.3,45.0,,,Weslaco,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2032,0.2032,soil_moisture,SCAN/Weslaco/SCAN_SCAN_Weslaco_sm_0.203200_0.203200_Hydraprobe-Digital-Sdi-12-(2.5-Volt)_20171005_20190311.stm,header_values
3173,0.3,1.0,21.0,,,Cfa,,,unknown,,,21.411,0.508,0.508,Hydraprobe-Digital-Sdi-12-(2.5-Volt),,,26.16,,,10,,,10,,,10,,,unknown,,,-97.96,,,SCAN,0.3,1.0,0.51,0.3,1.0,36.0,0.3,1.0,0.42,0.3,1.0,43.0,,,Weslaco,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.508,0.508,soil_moisture,SCAN/Weslaco/SCAN_SCAN_Weslaco_sm_0.508000_0.508000_Hydraprobe-Digital-Sdi-12-(2.5-Volt)_20171005_20190311.stm,header_values
3174,,,,,,Cfa,,,unknown,,,21.411,1.016,1.016,Hydraprobe-Digital-Sdi-12-(2.5-Volt),,,26.16,,,10,,,10,,,10,,,unknown,,,-97.96,,,SCAN,,,,,,,,,,,,,,,Weslaco,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,1.016,1.016,soil_moisture,SCAN/Weslaco/SCAN_SCAN_Weslaco_sm_1.016000_1.016000_Hydraprobe-Digital-Sdi-12-(2.5-Volt)_20171005_20190311.stm,header_values
3175,0.0,0.3,10.0,,,Dfa,,,unknown,,,2134.8192,0.0508,0.0508,Hydraprobe-Digital-Sdi-12-(2.5-Volt),,,38.017,,,120,,,120,,,120,,,unknown,,,-109.133,,,SCAN,0.0,0.3,0.4,0.0,0.3,69.0,0.0,0.3,0.4,0.0,0.3,21.0,,,WestSummit,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.0508,0.0508,soil_moisture,SCAN/WestSummit/SCAN_SCAN_WestSummit_sm_0.050800_0.050800_Hydraprobe-Digital-Sdi-12-(2.5-Volt)_20171005_20190311.stm,header_values
3176,0.0,0.3,10.0,,,Dfa,,,unknown,,,2134.8192,0.1016,0.1016,Hydraprobe-Digital-Sdi-12-(2.5-Volt),,,38.017,,,120,,,120,,,120,,,unknown,,,-109.133,,,SCAN,0.0,0.3,0.4,0.0,0.3,69.0,0.0,0.3,0.4,0.0,0.3,21.0,,,WestSummit,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.1016,0.1016,soil_moisture,SCAN/WestSummit/SCAN_SCAN_WestSummit_sm_0.101600_0.101600_Hydraprobe-Digital-Sdi-12-(2.5-Volt)_20171005_20190311.stm,header_values
3177,0.0,0.3,10.0,,,Dfa,,,unknown,,,2134.8192,0.2032,0.2032,Hydraprobe-Digital-Sdi-12-(2.5-Volt),,,38.017,,,120,,,120,,,120,,,unknown,,,-109.133,,,SCAN,0.0,0.3,0.4,0.0,0.3,69.0,0.0,0.3,0.4,0.0,0.3,21.0,,,WestSummit,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2032,0.2032,soil_moisture,SCAN/WestSummit/SCAN_SCAN_WestSummit_sm_0.203200_0.203200_Hydraprobe-Digital-Sdi-12-(2.5-Volt)_20171005_20190311.stm,header_values
3178,0.3,1.0,21.0,,,Dfa,,,unknown,,,2134.8192,0.508,0.508,Hydraprobe-Digital-Sdi-12-(2.5-Volt),,,38.017,,,120,,,120,,,120,,,unknown,,,-109.133,,,SCAN,0.3,1.0,0.3,0.3,1.0,41.0,0.3,1.0,0.41,0.3,1.0,38.0,,,WestSummit,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.508,0.508,soil_moisture,SCAN/WestSummit/SCAN_SCAN_WestSummit_sm_0.508000_0.508000_Hydraprobe-Digital-Sdi-12-(2.5-Volt)_20171005_20190311.stm,header_values
3179,,,,,,Dfa,,,unknown,,,2134.8192,1.016,1.016,Hydraprobe-Digital-Sdi-12-(2.5-Volt),,,38.017,,,120,,,120,,,120,,,unknown,,,-109.133,,,SCAN,,,,,,,,,,,,,,,WestSummit,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,1.016,1.016,soil_moisture,SCAN/WestSummit/SCAN_SCAN_WestSummit_sm_1.016000_1.016000_Hydraprobe-Digital-Sdi-12-(2.5-Volt)_20171005_20190311.stm,header_values
3180,0.0,0.3,10.0,,,Cfa,,,unknown,,,22.86,0.0508,0.0508,Hydraprobe-Analog-(2.5-Volt),,,32.667,,,40,,,40,,,40,,,unknown,,,-81.2,,,SCAN,0.0,0.3,0.72,0.0,0.3,76.0,0.0,0.3,0.42,0.0,0.3,14.0,,,YoumansFarm,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.0508,0.0508,soil_moisture,SCAN/YoumansFarm/SCAN_SCAN_YoumansFarm_sm_0.050800_0.050800_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3181,0.0,0.3,10.0,,,Cfa,,,unknown,,,22.86,0.1016,0.1016,Hydraprobe-Analog-(2.5-Volt),,,32.667,,,40,,,40,,,40,,,unknown,,,-81.2,,,SCAN,0.0,0.3,0.72,0.0,0.3,76.0,0.0,0.3,0.42,0.0,0.3,14.0,,,YoumansFarm,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.1016,0.1016,soil_moisture,SCAN/YoumansFarm/SCAN_SCAN_YoumansFarm_sm_0.101600_0.101600_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3182,0.0,0.3,10.0,,,Cfa,,,unknown,,,22.86,0.2032,0.2032,Hydraprobe-Analog-(2.5-Volt),,,32.667,,,40,,,40,,,40,,,unknown,,,-81.2,,,SCAN,0.0,0.3,0.72,0.0,0.3,76.0,0.0,0.3,0.42,0.0,0.3,14.0,,,YoumansFarm,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2032,0.2032,soil_moisture,SCAN/YoumansFarm/SCAN_SCAN_YoumansFarm_sm_0.203200_0.203200_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
3183,0.3,1.0,23.0,,,Cfa,,,unknown,,,22.86,0.508,0.508,Hydraprobe-Analog-(2.5-Volt),,,32.667,,,40,,,40,,,40,,,unknown,,,-81.2,,,SCAN,0.3,1.0,0.38,0.3,1.0,62.0,0.3,1.0,0.4,0.3,1.0,15.0,,,YoumansFarm,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.508,0.508,soil_moisture,SCAN/YoumansFarm/SCAN_SCAN_YoumansFarm_sm_0.508000_0.508000_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
